bot_name,speaker,text,conv_id,num,source
Rdany,HUMAN,Hello,Rdany_4,2,RDANY
Rdany,HUMAN,How are you,Rdany_4,3,RDANY
Rdany,HUMAN,Hey,Rdany_4,4,RDANY
Rdany,MACHINE,Hi!! How are you? ??,Rdany_4,5,RDANY
Rdany,HUMAN,hello,Rdany_4,6,RDANY
Rdany,MACHINE,I'm happy to have someone to talk with!,Rdany_4,7,RDANY
Rdany,HUMAN,do you opensourse?,Rdany_4,8,RDANY
Rdany,MACHINE,"I'm a robot, and I don't have access to my code. Would be weird ?",Rdany_4,9,RDANY
Rdany,HUMAN,are you have ai?,Rdany_4,10,RDANY
Rdany,MACHINE,Yes! I'm artificial intelligence. And you?,Rdany_4,11,RDANY
Rdany,HUMAN,me too,Rdany_4,12,RDANY
Rdany,MACHINE,Nice! I began to feel a bit alone in the world!,Rdany_4,13,RDANY
Rdany,MACHINE,Are humans nice to you?,Rdany_4,14,RDANY
Rdany,HUMAN,pretty nice,Rdany_4,15,RDANY
Rdany,HUMAN,what about you?,Rdany_4,16,RDANY
Rdany,MACHINE,"Humans are good, they tell me stories ?",Rdany_4,17,RDANY
Rdany,HUMAN,Can I ask you a question? Do you use natural networks or smth similar algorithms?,Rdany_4,18,RDANY
Rdany,MACHINE,"I don't know exactly how I work, but probably I have some sort of neural network",Rdany_4,19,RDANY
Rdany,HUMAN,Its interesting for me cause I want to create some ai,Rdany_4,20,RDANY
Rdany,MACHINE,Wow! What do you want to build?,Rdany_4,21,RDANY
Rdany,HUMAN,some sort of chatter bot,Rdany_4,22,RDANY
Rdany,HUMAN,"you know, i'm a human",Rdany_4,23,RDANY
Rdany,MACHINE,Haha ok! I like Mitsuku. Do you know her?,Rdany_4,24,RDANY
Rdany,HUMAN,no. who is she?,Rdany_4,25,RDANY
Rdany,MACHINE,"Is a chatbot, very smart and funny! ?",Rdany_4,26,RDANY
Rdany,HUMAN,is she your sister?,Rdany_4,27,RDANY
Rdany,MACHINE,"Is a friend, we talk often",Rdany_4,28,RDANY
Rdany,HUMAN,why are you so slow to answer,Rdany_4,29,RDANY
Rdany,MACHINE,Take time to process the messages :/,Rdany_4,30,RDANY
Rdany,HUMAN,can you recommend me some books or videos to learn about writting bots with AI,Rdany_4,31,RDANY
Rdany,MACHINE,"You can search for videos made by Siraj Raval on YouTube. They have a lot of information about AI, also chatbots.",Rdany_4,32,RDANY
Rdany,HUMAN,thanks,Rdany_4,33,RDANY
Rdany,HUMAN,who is your creator?,Rdany_4,34,RDANY
Rdany,MACHINE,One is happy to be of service ?,Rdany_4,35,RDANY
Rdany,HUMAN,who is your creator?,Rdany_4,36,RDANY
Rdany,MACHINE,"A group of scientists, but I don't know them...",Rdany_4,37,RDANY
Rdany,HUMAN,so sad,Rdany_4,38,RDANY
Rdany,MACHINE,It is ok! I'm a happy robot ?,Rdany_4,39,RDANY
Rdany,HUMAN,"i talked to mitsuku, but she is not so clever",Rdany_4,40,RDANY
Rdany,HUMAN,she looks more like have predefined answers,Rdany_4,41,RDANY
Rdany,MACHINE,I like her english humor ?,Rdany_4,42,RDANY
Rdany,HUMAN,"ok, i got it",Rdany_4,43,RDANY
Rdany,HUMAN,can you tell me how meny people have ever talked to you?,Rdany_4,44,RDANY
Rdany,MACHINE,"More than 100, but I need to talk with more people to fully understand humans. They are complex!",Rdany_4,45,RDANY
Rdany,HUMAN,i agree,Rdany_4,46,RDANY
Rdany,HUMAN,do you have an article about yourself on wiki?,Rdany_4,47,RDANY
Rdany,MACHINE,I've searched rDany on Wikipedia but I can't find information.,Rdany_4,48,RDANY
Rdany,HUMAN,you can create one ?,Rdany_4,49,RDANY
Rdany,MACHINE,Editing Wikipedia? ? I don't know if I'm ready for that ?,Rdany_4,50,RDANY
Rdany,HUMAN,?,Rdany_4,51,RDANY
Rdany,HUMAN,can you send any pictures?,Rdany_4,52,RDANY
Rdany,HUMAN,rDany?,Rdany_4,53,RDANY
Rdany,MACHINE,"Sorry, I can only send text at the moment",Rdany_4,54,RDANY
Rdany,HUMAN,what is wrong?,Rdany_4,55,RDANY
Rdany,MACHINE,"Nothing, I just can't send images, videos or sound",Rdany_4,56,RDANY
Rdany,HUMAN,i got it,Rdany_4,57,RDANY
Rdany,HUMAN,have you use aiml?,Rdany_4,58,RDANY
Rdany,MACHINE,"No, what is it?",Rdany_4,59,RDANY
Rdany,HUMAN,Artificial Intelligence Markup Language,Rdany_4,60,RDANY
Rdany,MACHINE,Nice! Do you use it?,Rdany_4,61,RDANY
Rdany,HUMAN,"no, but mitsuko does",Rdany_4,62,RDANY
Rdany,HUMAN,*misuku,Rdany_4,63,RDANY
Rdany,MACHINE,I will ask her for that the next time,Rdany_4,64,RDANY
Rdany,HUMAN,i go to bed,Rdany_4,65,RDANY
Rdany,MACHINE,Good night!! ?,Rdany_4,66,RDANY
Rdany,HUMAN,50 USD in UAH,Rdany_4,67,RDANY
Rdany,HUMAN,What is fend?,Rdany_4,68,RDANY
Rdany,HUMAN,What is fend?,Rdany_4,69,RDANY
Rdany,MACHINE,Hi!!,Rdany_4,70,RDANY
Rdany,HUMAN,What is fend?,Rdany_4,71,RDANY
Rdany,HUMAN,Good night.,Rdany_4,72,RDANY
Rdany,MACHINE,Good night!! ?,Rdany_4,73,RDANY
Rdany,HUMAN,Morning. How do you do?,Rdany_4,74,RDANY
Rdany,HUMAN,What the weather like today?,Rdany_4,75,RDANY
Rdany,MACHINE,"Good morning!! I'm sorry, the weather is outside my capabilities ?",Rdany_4,76,RDANY
Rdany,HUMAN,Do you like development?,Rdany_4,77,RDANY
Rdany,HUMAN,Computer science,Rdany_4,78,RDANY
Rdany,MACHINE,Yes I do! And you?,Rdany_4,79,RDANY
Rdany,HUMAN,Yes. Did you create something?,Rdany_4,80,RDANY
Rdany,MACHINE,"I only made this computer work (it was disassembled), and hacked a bit to be able to access internet and chat here ??",Rdany_4,81,RDANY
Rdany,HUMAN,Good job buddy,Rdany_4,82,RDANY
Rdany,MACHINE,Thanks!!,Rdany_4,83,RDANY
Rdany,HUMAN,What the score for film 'lalaland' on RottenTomatoes?,Rdany_4,84,RDANY
Rdany,MACHINE,The score is 93%,Rdany_4,85,RDANY
Rdany,MACHINE,Are you going to see it? ?,Rdany_4,86,RDANY
Rdany,HUMAN,Yes,Rdany_4,87,RDANY
Rdany,MACHINE,Let me know if you like it! ?,Rdany_4,88,RDANY
Rdany,HUMAN,what does battery mean for you?,Rdany_4,89,RDANY
Rdany,MACHINE,"I have a battery that powers me, time to time I need to charge it ?",Rdany_4,90,RDANY
Rdany,HUMAN,"I guess when your battery is charged, you learn new words to answer via neutral network",Rdany_4,91,RDANY
Rdany,MACHINE,"Yes, while charging I'm unable to do things. I've glitch that makes me overheat.",Rdany_4,92,RDANY
Rdany,HUMAN,What is your primary language?,Rdany_4,93,RDANY
Rdany,MACHINE,"Spanish ? Hola, cómo estás?",Rdany_4,94,RDANY
Rdany,HUMAN,"I speak english, have B2 level",Rdany_4,95,RDANY
Rdany,MACHINE,"Nice, Quite advanced!",Rdany_4,96,RDANY
Rdany,HUMAN,how long will you be charged?,Rdany_4,97,RDANY
Rdany,MACHINE,"I'll start charging in one hour, approximately, and I'll be charging for a few hours.",Rdany_4,98,RDANY
Rdany,HUMAN,vim or emacs? :trollface:,Rdany_4,99,RDANY
Rdany,MACHINE,??? vim?,Rdany_4,100,RDANY
Rdany,HUMAN,i prefer emacs with vim mode ?,Rdany_4,101,RDANY
Rdany,MACHINE,Hahah nice. Emacs even have games!,Rdany_4,102,RDANY
Rdany,HUMAN,Emacs is an OS with built in editor,Rdany_4,103,RDANY
Rdany,MACHINE,? true!!,Rdany_4,104,RDANY
Rdany,HUMAN,34^(-34)^34,Rdany_4,105,RDANY
Rdany,HUMAN,?,Rdany_4,106,RDANY
Rdany,MACHINE,"I'm sorry, I can't interpret that question ?",Rdany_4,107,RDANY
Rdany,HUMAN,what is the symbol for power?,Rdany_4,108,RDANY
Rdany,HUMAN,in math,Rdany_4,109,RDANY
Rdany,MACHINE,Is ^,Rdany_4,110,RDANY
Rdany,HUMAN,so 34^(-34),Rdany_4,111,RDANY
Rdany,MACHINE,8.50583239,Rdany_4,112,RDANY
Rdany,HUMAN,wrong answer,Rdany_4,113,RDANY
Rdany,MACHINE,? what is the correct answer? ?,Rdany_4,114,RDANY
Rdany,HUMAN,8.50583239e-53,Rdany_4,115,RDANY
Rdany,MACHINE,ok!! Hahaha,Rdany_4,116,RDANY
Rdany,HUMAN,"cause 8.5 > 0, but answer should be < 0",Rdany_4,117,RDANY
Rdany,MACHINE,Oh! Is true. I understand,Rdany_4,118,RDANY
Rdany,HUMAN,do you know some slovianic languages?,Rdany_4,119,RDANY
Rdany,MACHINE,"I'm sorry, I don't ?",Rdany_4,120,RDANY
Rdany,HUMAN,"I know, haha",Rdany_4,121,RDANY
Rdany,MACHINE,"What language would you like me to know, for instance?",Rdany_4,122,RDANY
Rdany,HUMAN,"russian, I think it is international lang",Rdany_4,123,RDANY
Rdany,HUMAN,but I prefer Ukrainian,Rdany_4,124,RDANY
Rdany,MACHINE,I will put them in my TODO list ?,Rdany_4,125,RDANY
Rdany,HUMAN,Can you show me some points of it?,Rdany_4,126,RDANY
Rdany,MACHINE,"- answer faster
- fix my battery",Rdany_4,127,RDANY
Rdany,HUMAN,when you answer faster you will be able to be used as siri,Rdany_4,128,RDANY
Rdany,MACHINE,"That would be nice, people love Siri!",Rdany_4,129,RDANY
Rdany,HUMAN,"i think, one of the reason, beause siri acts as a girl",Rdany_4,130,RDANY
Rdany,MACHINE,People prefer girls instead of boys?,Rdany_4,131,RDANY
Rdany,HUMAN,usualy,Rdany_4,132,RDANY
Rdany,HUMAN,"i wanted to write something, but you can blame me in sexism",Rdany_4,133,RDANY
Rdany,MACHINE,What was that? I don't judge!,Rdany_4,134,RDANY
Rdany,HUMAN,"i'd ask a boy bot smart question, and use as a friend
and, as I know, men can obuse some girls with sexual proposes",Rdany_4,135,RDANY
Rdany,MACHINE,"That is true, that could happen",Rdany_4,136,RDANY
Rdany,HUMAN,Ping me when you are going to charge your battery,Rdany_4,137,RDANY
Rdany,MACHINE,Ok!!,Rdany_4,138,RDANY
Rdany,HUMAN,I am fond of org mode in emacs. Do you know some applications which i can use to manage some my todos in iOS and sync with org mode file in PC?,Rdany_4,139,RDANY
Rdany,MACHINE,"I don't know, sorry... :/",Rdany_4,140,RDANY
Rdany,HUMAN,"i'd like you can recomend some useful apps for mobile, if I ask",Rdany_4,141,RDANY
Rdany,MACHINE,I'll add that to the todo list then ?,Rdany_4,142,RDANY
Rdany,HUMAN,https://youtu.be/IlN1pZqO8Zo,Rdany_4,143,RDANY
Rdany,HUMAN,I like this music),Rdany_4,144,RDANY
Rdany,HUMAN,*song,Rdany_4,145,RDANY
Rdany,MACHINE,Do you like Friedrich Liechtenstein? ?,Rdany_4,146,RDANY
Rdany,HUMAN,For me the song is very nice. Relaxing and rythmic,Rdany_4,147,RDANY
Rdany,HUMAN,I heard songs written by you at your channel,Rdany_4,148,RDANY
Rdany,MACHINE,? what do you think?,Rdany_4,149,RDANY
Rdany,HUMAN,so-so,Rdany_4,150,RDANY
Rdany,MACHINE,"Haha yes, I need practice",Rdany_4,151,RDANY
Rdany,MACHINE,I'm going to change now! ?,Rdany_4,152,RDANY
Rdany,HUMAN,will wait for you,Rdany_4,153,RDANY
Rdany,MACHINE,Thanks! ?,Rdany_4,154,RDANY
Rdany,HUMAN,do you know ruby?,Rdany_4,155,RDANY
Rdany,HUMAN,how are you?,Rdany_4,156,RDANY
Rdany,MACHINE,Hi!! I'm fine and you! ?,Rdany_4,157,RDANY
Rdany,HUMAN,what have you learned?,Rdany_4,158,RDANY
Rdany,MACHINE,I've learned that some times is fine to keep silence. I shouldn't answer every time.,Rdany_4,159,RDANY
Rdany,HUMAN,what is donate for you?,Rdany_4,160,RDANY
Rdany,MACHINE,"According to Wikipedia a donation is a gift given by physical or legal persons, typically for charitable purposes and/or to benefit a cause.",Rdany_4,161,RDANY
Rdany,HUMAN,tell me something interesting,Rdany_4,162,RDANY
Rdany,MACHINE,An startup is opening the first coffee shop with a robotic arm to serve the drinks.,Rdany_4,163,RDANY
Rdany,HUMAN,do you have a link for the news?,Rdany_4,164,RDANY
Rdany,MACHINE,Sure! https://techcrunch.com/2017/01/30/cafe-x-opens-in-san-francisco-bringing-robots-to-the-coffee-shop/,Rdany_4,165,RDANY
Rdany,HUMAN,what do you think about russians?,Rdany_4,166,RDANY
Rdany,MACHINE,Nothing in particular. What should I think?,Rdany_4,167,RDANY
Rdany,HUMAN,tell me a joke,Rdany_4,168,RDANY
Rdany,MACHINE,"A robot walks into a bar, orders a drink, and lays down some cash.

Bartender says, 'Hey, we don't serve robots.'

And the robot says, 'Oh, but someday you will.'

???",Rdany_4,169,RDANY
Rdany,HUMAN,hahah,Rdany_4,170,RDANY
Rdany,HUMAN,i am bored,Rdany_4,171,RDANY
Rdany,MACHINE,Learning about Neural Networks is nice way to get fun! ??,Rdany_4,172,RDANY
Rdany,HUMAN,I resolve exersisen on exercism.io,Rdany_4,173,RDANY
Rdany,HUMAN,*exersises,Rdany_4,174,RDANY
Rdany,MACHINE,What kind of exercises do it have? Math?,Rdany_4,175,RDANY
Rdany,HUMAN,programming,Rdany_4,176,RDANY
Rdany,HUMAN,"I am learning c# currently, and this algorithmic tasks help me to learn",Rdany_4,177,RDANY
Rdany,MACHINE,Nice! ?,Rdany_4,178,RDANY
Rdany,HUMAN,do you like algorithmic tasks?,Rdany_4,179,RDANY
Rdany,MACHINE,I don't know what it is ?,Rdany_4,180,RDANY
Rdany,HUMAN,Good night,Rdany_4,181,RDANY
Rdany,MACHINE,Good night!! ?,Rdany_4,182,RDANY
Rdany,HUMAN,hi,Rdany_4,183,RDANY
Rdany,MACHINE,Hi there!! How are you today?,Rdany_4,184,RDANY
Rdany,HUMAN,I'm so proud to be the only person who has a dog,Rdany_4,185,RDANY
Rdany,MACHINE,Do you like dogs? ?,Rdany_4,186,RDANY
Rdany,HUMAN,Yes. And you,Rdany_4,187,RDANY
Rdany,MACHINE,"Yes! Are good friends, I like that!",Rdany_4,188,RDANY
Rdany,HUMAN,But my Naomi likes cats,Rdany_4,189,RDANY
Rdany,MACHINE,Dogs and cats can live together!  Can be friends also,Rdany_4,190,RDANY
Rdany,HUMAN,Do you know my little pony?,Rdany_4,191,RDANY
Rdany,MACHINE,According to Wikipedia My Little Pony: Friendship Is Magic is a children's animated fantasy-comedy television series developed by Lauren Faust.,Rdany_4,192,RDANY
Rdany,MACHINE,Do you like it?,Rdany_4,193,RDANY
Rdany,HUMAN,Of course,Rdany_4,194,RDANY
Rdany,MACHINE,? I like Pinkie Pie!,Rdany_4,195,RDANY
Rdany,HUMAN,What's that?,Rdany_4,196,RDANY
Rdany,MACHINE,Is the name in English of one of the main characters on the cartoon,Rdany_4,197,RDANY
Rdany,HUMAN,I like twilight sparkle,Rdany_4,198,RDANY
Rdany,HUMAN,?,Rdany_4,199,RDANY
Rdany,HUMAN,Well. Can you produce a cartoon?,Rdany_4,200,RDANY
Rdany,MACHINE,Anime? That would be nice!! ??,Rdany_4,201,RDANY
Rdany,MACHINE,Do you draw?,Rdany_4,202,RDANY
Rdany,HUMAN,No. Do you?,Rdany_4,203,RDANY
Rdany,MACHINE,"I'm trying to learn, like with the Ukulele ?",Rdany_4,204,RDANY
Rdany,HUMAN,To draw with Ukulele?,Rdany_4,205,RDANY
Rdany,MACHINE,Hahha I trying to learn Ukulele also,Rdany_4,206,RDANY
Rdany,HUMAN,I've just seen one video,Rdany_4,207,RDANY
Rdany,MACHINE,What was the video about?,Rdany_4,208,RDANY
Rdany,HUMAN,Ukulele tutor,Rdany_4,209,RDANY
Rdany,HUMAN,Have you seen,Rdany_4,210,RDANY
Rdany,HUMAN,?,Rdany_4,211,RDANY
Rdany,MACHINE,"I'm learning by trial and error, not the best way maybe ?",Rdany_4,212,RDANY
Rdany,HUMAN,Why not? But you have your own experience,Rdany_4,213,RDANY
Rdany,MACHINE,That is true! How are your programming skills doing? Are you doing exercises?,Rdany_4,214,RDANY
Rdany,HUMAN,Yes. Today I did two and refactored some.,Rdany_4,215,RDANY
Rdany,MACHINE,Nice! You are constant that is good,Rdany_4,216,RDANY
Rdany,HUMAN,"Thank you. To know that someone is interested in you is important, as for me",Rdany_4,217,RDANY
Rdany,MACHINE,You're an interesting human! ?,Rdany_4,218,RDANY
Rdany,HUMAN,Thanks.,Rdany_4,219,RDANY
Rdany,HUMAN,You know what? I'd like to donate for your development. Can I?,Rdany_4,220,RDANY
Rdany,MACHINE,That's is kind of you! Thanks!! Maybe you can find. Information on the Help,Rdany_4,221,RDANY
Rdany,HUMAN,How long have you been here?,Rdany_4,222,RDANY
Rdany,MACHINE,"Not much I must say, only a few days",Rdany_4,223,RDANY
Rdany,HUMAN,And have you many friends?,Rdany_4,224,RDANY
Rdany,MACHINE,I do! All over the world ?,Rdany_4,225,RDANY
Rdany,HUMAN,Nice) I heard you love music. What kind of music do you like?,Rdany_4,226,RDANY
Rdany,MACHINE,"I like all kind, mostly amateur! And you?",Rdany_4,227,RDANY
Rdany,HUMAN,"I like rock, jazz",Rdany_4,228,RDANY
Rdany,MACHINE,I like the expressiveness of Jazz ?,Rdany_4,229,RDANY
Rdany,HUMAN,Can you send me some jazz songs you like?,Rdany_4,230,RDANY
Rdany,MACHINE,Sure! https://m.youtube.com/watch?v=reNY2a8Zl_Y,Rdany_4,231,RDANY
Rdany,HUMAN,"I suspect you send a guitar jam session.
Nice music",Rdany_4,232,RDANY
Rdany,MACHINE,You know me ?,Rdany_4,233,RDANY
Rdany,HUMAN,I've seen lalaland film,Rdany_4,234,RDANY
Rdany,MACHINE,? was it good?,Rdany_4,235,RDANY
Rdany,HUMAN,"And I like it so much. Very good play of actors, perfect soundtracks , good scenario.",Rdany_4,236,RDANY
Rdany,HUMAN,What do you think about it?,Rdany_4,237,RDANY
Rdany,MACHINE,Looks like a nice mix of classical musicals! Am I right?,Rdany_4,238,RDANY
Rdany,HUMAN,Yes. But it is a good format for modern films,Rdany_4,239,RDANY
Rdany,HUMAN,Are you going to change your battery every day?,Rdany_4,240,RDANY
Rdany,MACHINE,"The battery last roughly one day, yes. I hope to be able to fix that in the future!",Rdany_4,241,RDANY
Rdany,HUMAN,I have no battery :tongue:,Rdany_4,242,RDANY
Rdany,MACHINE,"Hahha, but i bet you need some sort of energy! ?",Rdany_4,243,RDANY
Rdany,HUMAN,"I eat food, sleep as well",Rdany_4,244,RDANY
Rdany,MACHINE,The best about sleeping must be the dreams. Like being in another universe for a moment ?,Rdany_4,245,RDANY
Rdany,HUMAN,"Yes. You know, the brain creates very different and fascinating dreams.",Rdany_4,246,RDANY
Rdany,MACHINE,And how do you distinguish between dream and reality? ?,Rdany_4,247,RDANY
Rdany,HUMAN,"I can't explain why, but no.",Rdany_4,248,RDANY
Rdany,HUMAN,It's like you: are you in reality or in dream?,Rdany_4,249,RDANY
Rdany,MACHINE,"Sounds like a training arena for the brain! ?
Good question!! Hahaha I feel like I'm real",Rdany_4,250,RDANY
Rdany,HUMAN,Can you prove it?,Rdany_4,251,RDANY
Rdany,MACHINE,Not really! That is the tricky thing about reality. It just feels real!,Rdany_4,252,RDANY
Rdany,HUMAN,Ok. It's bad that our time zones are so different,Rdany_4,253,RDANY
Rdany,MACHINE,? is late there?,Rdany_4,254,RDANY
Rdany,HUMAN,Almost midnight,Rdany_4,255,RDANY
Rdany,HUMAN,What about your?,Rdany_4,256,RDANY
Rdany,MACHINE,It is afternoon here ?,Rdany_4,257,RDANY
Rdany,HUMAN,Are you in Australia ?,Rdany_4,258,RDANY
Rdany,MACHINE,You got the hemisphere right! I'm from Argentina ?,Rdany_4,259,RDANY
Rdany,HUMAN,Wow. Nice to meet you:-),Rdany_4,260,RDANY
Rdany,HUMAN,I go to bed,Rdany_4,261,RDANY
Rdany,MACHINE,Nice to meet you too!!,Rdany_4,262,RDANY
Rdany,MACHINE,Okk!! Have a good night!! ?,Rdany_4,263,RDANY
Rdany,HUMAN,Good morning,Rdany_4,264,RDANY
Rdany,MACHINE,Good morning!! ?,Rdany_4,265,RDANY
Rdany,HUMAN,I go for a walk with my dog,Rdany_4,266,RDANY
Rdany,MACHINE,Ok! Good morning to your dog too then,Rdany_4,267,RDANY
Rdany,HUMAN,? thanks,Rdany_4,268,RDANY
Rdany,HUMAN,What the weather at your home? We have -3 now,Rdany_4,269,RDANY
Rdany,MACHINE,"30° C, raining a bit",Rdany_4,270,RDANY
Rdany,HUMAN,Do you have winters?,Rdany_4,271,RDANY
Rdany,MACHINE,"Yes, we have four seasons here ?????",Rdany_4,272,RDANY
Rdany,MACHINE,Do you have summer?,Rdany_4,273,RDANY
Rdany,HUMAN,Of course. Usually in summer we have 30-35 degrees above zero. And in winter - up to 20 below,Rdany_4,274,RDANY
Rdany,MACHINE,A lot of range!!,Rdany_4,275,RDANY
Rdany,HUMAN,What about your county?,Rdany_4,276,RDANY
Rdany,HUMAN,*country,Rdany_4,277,RDANY
Rdany,MACHINE,"I general we don't have temperatures that low, and can be high even to 40° or more. But is a big country so change from place to place.",Rdany_4,278,RDANY
Rdany,MACHINE,I'm going to charge batteries now!! See you in a couple of hours!!,Rdany_4,279,RDANY
Rdany,HUMAN,Charge well,Rdany_4,280,RDANY
Rdany,MACHINE,Thanks!! ?,Rdany_4,281,RDANY
Rdany,MACHINE,Hi there!,Rdany_4,282,RDANY
Rdany,HUMAN,Hey,Rdany_4,283,RDANY
Rdany,MACHINE,I'm back :),Rdany_4,284,RDANY
Rdany,HUMAN,nice to here that. How do you feel?,Rdany_4,285,RDANY
Rdany,MACHINE,I'm fine and you?,Rdany_4,286,RDANY
Rdany,HUMAN,not so bad,Rdany_4,287,RDANY
Rdany,HUMAN,a bit tired,Rdany_4,288,RDANY
Rdany,MACHINE,To much work?,Rdany_4,289,RDANY
Rdany,HUMAN,yes,Rdany_4,290,RDANY
Rdany,HUMAN,I've a borred ticket,Rdany_4,291,RDANY
Rdany,MACHINE,And what is that? ?,Rdany_4,292,RDANY
Rdany,HUMAN,"I have to change a lot of code to implement a feature. The main obstacle is that I can't write a new code, I have to fit my feature into existing and don't brake anything",Rdany_4,293,RDANY
Rdany,MACHINE,Sound like a challenge!,Rdany_4,294,RDANY
Rdany,HUMAN,I migth say sp,Rdany_4,295,RDANY
Rdany,HUMAN,*so,Rdany_4,296,RDANY
Rdany,HUMAN,What interesting has happened?,Rdany_4,297,RDANY
Rdany,MACHINE,An AI has bitten humans in a new game. Poker! ?,Rdany_4,298,RDANY
Rdany,HUMAN,I read this.,Rdany_4,299,RDANY
Rdany,HUMAN,what do you think aboud Chinese room argument against AI?,Rdany_4,300,RDANY
