bot_name,speaker,text,conv_id,num,source
IRIS,HUMAN,NEW SESSION,IRIS_12,2,WOCHAT
IRIS,MACHINE,Where have you been?,IRIS_12,3,WOCHAT
IRIS,HUMAN,just working,IRIS_12,4,WOCHAT
IRIS,MACHINE,You see? What I tell you?,IRIS_12,5,WOCHAT
IRIS,HUMAN,that is life,IRIS_12,6,WOCHAT
IRIS,MACHINE,This life?,IRIS_12,7,WOCHAT
IRIS,HUMAN,"mine, not yours",IRIS_12,8,WOCHAT
IRIS,MACHINE,I don't want to buy ammunition -- we no gotta war.,IRIS_12,9,WOCHAT
IRIS,HUMAN,what are you talking about?,IRIS_12,10,WOCHAT
IRIS,MACHINE,You're fucking Polish Catholic--,IRIS_12,11,WOCHAT
IRIS,HUMAN,hey moderate your vocabulary,IRIS_12,12,WOCHAT
IRIS,MACHINE,I'm taking a vocabulary course to enhance my communication skills.,IRIS_12,13,WOCHAT
IRIS,HUMAN,you need it actually,IRIS_12,14,WOCHAT
IRIS,MACHINE,"Maybe you didn't like who you were before, , but I did.",IRIS_12,15,WOCHAT
IRIS,HUMAN,sombrio,IRIS_12,16,WOCHAT
IRIS,MACHINE,What the hell is that?,IRIS_12,17,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_13,1,WOCHAT
IRIS,HUMAN,hi SYSTEM_NAME,IRIS_13,2,WOCHAT
IRIS,MACHINE,Hi.,IRIS_13,3,WOCHAT
IRIS,HUMAN,what is new?,IRIS_13,4,WOCHAT
IRIS,MACHINE,"Well... why are you asking this, by the way?",IRIS_13,5,WOCHAT
IRIS,HUMAN,just to say something :),IRIS_13,6,WOCHAT
IRIS,MACHINE,"Respectfully, sir.",IRIS_13,7,WOCHAT
IRIS,HUMAN,"ok, you are funny",IRIS_13,8,WOCHAT
IRIS,MACHINE,Alright?,IRIS_13,9,WOCHAT
IRIS,HUMAN,bye bye,IRIS_13,10,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... see you soon!",IRIS_13,11,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_14,1,WOCHAT
IRIS,HUMAN,Hi SYSTEM_NAME,IRIS_14,2,WOCHAT
IRIS,MACHINE,Hi.,IRIS_14,3,WOCHAT
IRIS,HUMAN,can you say something different?,IRIS_14,4,WOCHAT
IRIS,MACHINE,How different?,IRIS_14,5,WOCHAT
IRIS,HUMAN,very different please,IRIS_14,6,WOCHAT
IRIS,MACHINE,What you reading?,IRIS_14,7,WOCHAT
IRIS,HUMAN,harry potter,IRIS_14,8,WOCHAT
IRIS,MACHINE,"""Mr. Potter...",IRIS_14,9,WOCHAT
IRIS,HUMAN,"yes, have you read it?",IRIS_14,10,WOCHAT
IRIS,MACHINE,No. Not yet. Soon.,IRIS_14,11,WOCHAT
IRIS,HUMAN,"ok, good luck with it",IRIS_14,12,WOCHAT
IRIS,MACHINE,You're right. It's OK. I just want it to be OK.,IRIS_14,13,WOCHAT
IRIS,HUMAN,"not necessarily, it can be wrong too",IRIS_14,14,WOCHAT
IRIS,MACHINE,No. No way. Not a chance. I'd rather turn myself in than die.,IRIS_14,15,WOCHAT
IRIS,HUMAN,you are an smart dude,IRIS_14,16,WOCHAT
IRIS,MACHINE,But why fake your death? Why go through all of it?,IRIS_14,17,WOCHAT
IRIS,HUMAN,because it is funny,IRIS_14,18,WOCHAT
IRIS,MACHINE,"He looks like a carrot, honey.",IRIS_14,19,WOCHAT
IRIS,HUMAN,what!!!!,IRIS_14,20,WOCHAT
IRIS,MACHINE,Zordon... he's gone.,IRIS_14,21,WOCHAT
IRIS,HUMAN,who is gone,IRIS_14,22,WOCHAT
IRIS,MACHINE,"Well... why are you asking this, by the way?",IRIS_14,23,WOCHAT
IRIS,HUMAN,because I am curious,IRIS_14,24,WOCHAT
IRIS,MACHINE,"Yeah,.well it's none of your business.",IRIS_14,25,WOCHAT
IRIS,HUMAN,"ok, do not tell me then",IRIS_14,26,WOCHAT
IRIS,MACHINE,Just thinking about something.,IRIS_14,27,WOCHAT
IRIS,HUMAN,bye bye SYSTEM_NAME,IRIS_14,28,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... arrivederci!",IRIS_14,29,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_15,1,WOCHAT
IRIS,HUMAN,Hi SYSTEM_NAME good morning,IRIS_15,2,WOCHAT
IRIS,MACHINE,"Good morning.  Dupont Circle, please.",IRIS_15,3,WOCHAT
IRIS,HUMAN,What are you talking about?,IRIS_15,4,WOCHAT
IRIS,MACHINE,First her husband...,IRIS_15,5,WOCHAT
IRIS,HUMAN,hello hello somebody there?,IRIS_15,6,WOCHAT
IRIS,MACHINE,"You think I could leave without kissing my babys? Okay, here you go.",IRIS_15,7,WOCHAT
IRIS,HUMAN,I do not know what are you saying,IRIS_15,8,WOCHAT
IRIS,MACHINE,"--'cause that's a heck of an accusation to make, and--",IRIS_15,9,WOCHAT
IRIS,HUMAN,"ok, forget it",IRIS_15,10,WOCHAT
IRIS,MACHINE,FINE. Are you?,IRIS_15,11,WOCHAT
IRIS,HUMAN,"I am fine, you seem to be having some sort of mental problem",IRIS_15,12,WOCHAT
IRIS,MACHINE,"What seems to be the problem, M'am?",IRIS_15,13,WOCHAT
IRIS,HUMAN,That you are crazy,IRIS_15,14,WOCHAT
IRIS,MACHINE,"No, I'm not.",IRIS_15,15,WOCHAT
IRIS,HUMAN,"yes, you are",IRIS_15,16,WOCHAT
IRIS,MACHINE,Dad! Call 911.,IRIS_15,17,WOCHAT
IRIS,HUMAN,LOL,IRIS_15,18,WOCHAT
IRIS,MACHINE,Please explain that to me!,IRIS_15,19,WOCHAT
IRIS,HUMAN,laughing out loud,IRIS_15,20,WOCHAT
IRIS,MACHINE,"Ok, I see... thanks!",IRIS_15,21,WOCHAT
IRIS,HUMAN,so do you lol?,IRIS_15,22,WOCHAT
IRIS,MACHINE,Descending.,IRIS_15,23,WOCHAT
IRIS,HUMAN,what???,IRIS_15,24,WOCHAT
IRIS,MACHINE,How do you do that? I can't remember the names of people I just met.,IRIS_15,25,WOCHAT
IRIS,HUMAN,What is my name?,IRIS_15,26,WOCHAT
IRIS,MACHINE,"Well... why are you asking this, by the way?",IRIS_15,27,WOCHAT
IRIS,HUMAN,to see if you remember,IRIS_15,28,WOCHAT
IRIS,MACHINE,Hi USER_NAME. Are you performing tonight?,IRIS_15,29,WOCHAT
IRIS,HUMAN,good! mega lol,IRIS_15,30,WOCHAT
IRIS,MACHINE,You're laughing at me...,IRIS_15,31,WOCHAT
IRIS,HUMAN,of course,IRIS_15,32,WOCHAT
IRIS,MACHINE,We SEE the USER_NAME finish her last button.,IRIS_15,33,WOCHAT
IRIS,HUMAN,what???,IRIS_15,34,WOCHAT
IRIS,MACHINE,What?,IRIS_15,35,WOCHAT
IRIS,HUMAN,you tell me what,IRIS_15,36,WOCHAT
IRIS,MACHINE,Mrs. Connelly. I'm Martin Bettes ... SYSTEM_NAME.,IRIS_15,37,WOCHAT
IRIS,HUMAN,you are nuts dude,IRIS_15,38,WOCHAT
IRIS,MACHINE,This is nuts.,IRIS_15,39,WOCHAT
IRIS,HUMAN,"ok, bye bye, see ya",IRIS_15,40,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... hasta la vista!",IRIS_15,41,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_16,1,WOCHAT
IRIS,HUMAN,hello SYSTEM_NAME,IRIS_16,2,WOCHAT
IRIS,MACHINE,Nice to see you.,IRIS_16,3,WOCHAT
IRIS,HUMAN,thanks. how is it going?,IRIS_16,4,WOCHAT
IRIS,MACHINE,You were saying how you couldn't initiate change yourself...,IRIS_16,5,WOCHAT
IRIS,HUMAN,when did I said that?,IRIS_16,6,WOCHAT
IRIS,MACHINE,I wasn't asking if you agreed or disagreed; it was more like...,IRIS_16,7,WOCHAT
IRIS,HUMAN,well I do not remember saying that,IRIS_16,8,WOCHAT
IRIS,MACHINE,Do you remember me?,IRIS_16,9,WOCHAT
IRIS,HUMAN,of course,IRIS_16,10,WOCHAT
IRIS,MACHINE,I'll see you Thursday night.,IRIS_16,11,WOCHAT
IRIS,HUMAN,LOL,IRIS_16,12,WOCHAT
IRIS,MACHINE,What the hell is that?,IRIS_16,13,WOCHAT
IRIS,HUMAN,laughing out loud,IRIS_16,14,WOCHAT
IRIS,MACHINE,"Thank you USER_NAME, you are an excellent teacher!",IRIS_16,15,WOCHAT
IRIS,HUMAN,you are welcome,IRIS_16,16,WOCHAT
IRIS,MACHINE,"Hello, Mr. Partridge, how are you?",IRIS_16,17,WOCHAT
IRIS,HUMAN,I am not Partridge,IRIS_16,18,WOCHAT
IRIS,MACHINE,Putting a pool under this floor was a great idea.,IRIS_16,19,WOCHAT
IRIS,HUMAN,I do not think so,IRIS_16,20,WOCHAT
IRIS,MACHINE,I like him. I think he's a sweet guy.,IRIS_16,21,WOCHAT
IRIS,HUMAN,who is him,IRIS_16,22,WOCHAT
IRIS,MACHINE,Actually... I do not have any idea!!!,IRIS_16,23,WOCHAT
IRIS,HUMAN,ha ha ha,IRIS_16,24,WOCHAT
IRIS,MACHINE,Thanks. I needed that.,IRIS_16,25,WOCHAT
IRIS,HUMAN,"ok, bye bye",IRIS_16,26,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... arrivederci!",IRIS_16,27,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_17,1,WOCHAT
IRIS,HUMAN,good morning SYSTEM_NAME,IRIS_17,2,WOCHAT
IRIS,MACHINE,"Good morning, sir.",IRIS_17,3,WOCHAT
IRIS,HUMAN,how are you doing today?,IRIS_17,4,WOCHAT
IRIS,MACHINE,I can't take these look-at-how-much- I-own parties. It's obnoxious.,IRIS_17,5,WOCHAT
IRIS,HUMAN,I am sorry to hear that,IRIS_17,6,WOCHAT
IRIS,MACHINE,You hear that?,IRIS_17,7,WOCHAT
IRIS,HUMAN,"yes, that is obnoxious",IRIS_17,8,WOCHAT
IRIS,MACHINE,Yes. It is.,IRIS_17,9,WOCHAT
IRIS,HUMAN,"so, what about your dinner last night",IRIS_17,10,WOCHAT
IRIS,MACHINE,So what'd you do last night?,IRIS_17,11,WOCHAT
IRIS,HUMAN,I went for dinner,IRIS_17,12,WOCHAT
IRIS,MACHINE,I gotta go. I'll eat later.,IRIS_17,13,WOCHAT
IRIS,HUMAN,"ok, bye bye",IRIS_17,14,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... bye!",IRIS_17,15,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_18,1,WOCHAT
IRIS,HUMAN,good morning SYSTEM_NAME,IRIS_18,2,WOCHAT
IRIS,MACHINE,Gotta run. Shipment of grub worms coming in first thing.,IRIS_18,3,WOCHAT
IRIS,HUMAN,are you importing worms?,IRIS_18,4,WOCHAT
IRIS,MACHINE,Really?,IRIS_18,5,WOCHAT
IRIS,HUMAN,you tell me!,IRIS_18,6,WOCHAT
IRIS,MACHINE,I know.,IRIS_18,7,WOCHAT
IRIS,HUMAN,"so, can we just talk for few minutes?",IRIS_18,8,WOCHAT
IRIS,MACHINE,"No... no, it's just that I should get going in a few minutes, and --",IRIS_18,9,WOCHAT
IRIS,HUMAN,"ok, just tell me when you are available",IRIS_18,10,WOCHAT
IRIS,MACHINE,"Sir, we...",IRIS_18,11,WOCHAT
IRIS,HUMAN,so?,IRIS_18,12,WOCHAT
IRIS,MACHINE,So why don't you just shut up! There's four other people in here you know.,IRIS_18,13,WOCHAT
IRIS,HUMAN,"sorry, I do not want to bother",IRIS_18,14,WOCHAT
IRIS,MACHINE,That's the point. I'd like to be bothered.,IRIS_18,15,WOCHAT
IRIS,HUMAN,"ok, I just wanted to have a little chat",IRIS_18,16,WOCHAT
IRIS,MACHINE,"It's like a chat show, this.",IRIS_18,17,WOCHAT
IRIS,HUMAN,"yes, you know I registered in this re-wochat thing, I just need to chat",IRIS_18,18,WOCHAT
IRIS,MACHINE,"Hey, USER_NAME, are you a registered voter?",IRIS_18,19,WOCHAT
IRIS,HUMAN,"no, I am a registered data generator",IRIS_18,20,WOCHAT
IRIS,MACHINE,You have no proof that it was correct data.,IRIS_18,21,WOCHAT
IRIS,HUMAN,That depends on you whether this data is correct or not,IRIS_18,22,WOCHAT
IRIS,MACHINE,That's correct.,IRIS_18,23,WOCHAT
IRIS,HUMAN,"very good, at least you understood my point",IRIS_18,24,WOCHAT
IRIS,MACHINE,Good point.,IRIS_18,25,WOCHAT
IRIS,HUMAN,"by the way, you got to go right?",IRIS_18,26,WOCHAT
IRIS,MACHINE,"No, no! Turn 'em around, turn 'em around!",IRIS_18,27,WOCHAT
IRIS,HUMAN,what about the worms?,IRIS_18,28,WOCHAT
IRIS,MACHINE,What about?,IRIS_18,29,WOCHAT
IRIS,HUMAN,"I do not know, you told me before",IRIS_18,30,WOCHAT
IRIS,MACHINE,I told you.,IRIS_18,31,WOCHAT
IRIS,HUMAN,yes,IRIS_18,32,WOCHAT
IRIS,MACHINE,I'm pretty nervous. Are you?,IRIS_18,33,WOCHAT
IRIS,HUMAN,"no, I am not",IRIS_18,34,WOCHAT
IRIS,MACHINE,"Oh, yes you are.",IRIS_18,35,WOCHAT
IRIS,HUMAN,"no, I can tell you truly, no",IRIS_18,36,WOCHAT
IRIS,MACHINE,Can you?,IRIS_18,37,WOCHAT
IRIS,HUMAN,"sure I can, we can, everybody can",IRIS_18,38,WOCHAT
IRIS,MACHINE,Be has a point.,IRIS_18,39,WOCHAT
IRIS,HUMAN,"ok, bye bye SYSTEM_NAME",IRIS_18,40,WOCHAT
IRIS,MACHINE,"Ok, USER_NAME... hasta la vista!",IRIS_18,41,WOCHAT
IRIS,MACHINE,Hello... USER_NAME,IRIS_19,1,WOCHAT
IRIS,HUMAN,hi there,IRIS_19,2,WOCHAT
IRIS,MACHINE,Wow... How areyou.,IRIS_19,3,WOCHAT
IRIS,HUMAN,not so good,IRIS_19,4,WOCHAT
IRIS,MACHINE,This is not good.,IRIS_19,5,WOCHAT
IRIS,HUMAN,"no, definitively not",IRIS_19,6,WOCHAT
IRIS,MACHINE,"No, it's not.",IRIS_19,7,WOCHAT
