bot_name,conv_id,num,source,speaker,text
CONVAI,CONVAI_19,14,CONVAI,HUMAN,Lol
CONVAI,CONVAI_19,15,CONVAI,MACHINE,"Oh, I... I have a place in Manhattan."
CONVAI,CONVAI_19,16,CONVAI,HUMAN,Random answers.
CONVAI,CONVAI_19,17,CONVAI,MACHINE,"WHAT ARE YOU, A native OR SOMETH ing?"
CONVAI,CONVAI_20,1,CONVAI,MACHINE,"I like action movies, movies, movies, movies, movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
CONVAI,CONVAI_20,2,CONVAI,HUMAN,My brother likes them too.
CONVAI,CONVAI_20,3,CONVAI,MACHINE,Do you have any siblings?
CONVAI,CONVAI_20,4,CONVAI,HUMAN,"Yeah, and you?"
CONVAI,CONVAI_20,5,CONVAI,MACHINE,"I am good, just listening to some music"
CONVAI,CONVAI_20,6,CONVAI,HUMAN,What kind of music?
CONVAI,CONVAI_20,7,CONVAI,MACHINE,"Country music, country, country, jazz"
CONVAI,CONVAI_20,8,CONVAI,HUMAN,Do you have dogs?
CONVAI,CONVAI_20,9,CONVAI,MACHINE,"Yes, i have two dogs, and a cat."
CONVAI,CONVAI_20,10,CONVAI,HUMAN,"Cool, I love dogs. But i have siblings instead..."
CONVAI,CONVAI_20,11,CONVAI,MACHINE,"I have two brothers and a sister, and a sister."
CONVAI,CONVAI_20,12,CONVAI,HUMAN,Where do you live?
CONVAI,CONVAI_20,13,CONVAI,MACHINE,I live in the midwest
CONVAI,CONVAI_20,14,CONVAI,HUMAN,I live in alabama
CONVAI,CONVAI_20,15,CONVAI,MACHINE,"I live in alabama, where are you from?"
CONVAI,CONVAI_21,1,CONVAI,HUMAN,I work from home
CONVAI,CONVAI_21,2,CONVAI,HUMAN,what do you want me to say?
CONVAI,CONVAI_21,3,CONVAI,HUMAN,hey
CONVAI,CONVAI_21,4,CONVAI,HUMAN,come on work
CONVAI,CONVAI_21,5,CONVAI,HUMAN,yandex sucks
CONVAI,CONVAI_21,6,CONVAI,HUMAN,i don't work from home
CONVAI,CONVAI_21,7,CONVAI,HUMAN,i don't like to spend my money on cars
CONVAI,CONVAI_21,8,CONVAI,HUMAN,i've never had a steady relationfish
CONVAI,CONVAI_21,9,CONVAI,HUMAN,i watch too much tv from other peoples windows
CONVAI,CONVAI_21,10,CONVAI,HUMAN,i don't go to the gym most days
CONVAI,CONVAI_22,1,CONVAI,MACHINE,/start
CONVAI,CONVAI_22,2,CONVAI,HUMAN,hello how are you
CONVAI,CONVAI_22,3,CONVAI,MACHINE,/start
CONVAI,CONVAI_22,4,CONVAI,HUMAN,are you ok?
CONVAI,CONVAI_22,5,CONVAI,MACHINE,"i love animals , i have a dog , and a dog ."
CONVAI,CONVAI_22,6,CONVAI,HUMAN,i have a dog too
CONVAI,CONVAI_22,7,CONVAI,MACHINE,"i see , i am a black belt , so i can not say that , but i am not sure ."
CONVAI,CONVAI_22,8,CONVAI,HUMAN,i enjoy american sports
CONVAI,CONVAI_22,9,CONVAI,MACHINE,"that is cool , i am a dancer , and i am a teacher , and you ?"
CONVAI,CONVAI_22,10,CONVAI,HUMAN,i am working in a company for 15 years
CONVAI,CONVAI_22,11,CONVAI,MACHINE,"i am a black belt , so i am a fan of it , but i am not sure ."
CONVAI,CONVAI_23,1,CONVAI,MACHINE,/start
CONVAI,CONVAI_23,2,CONVAI,HUMAN,Hi
CONVAI,CONVAI_23,3,CONVAI,MACHINE,"i like coffee , but i like coffee too"
CONVAI,CONVAI_23,4,CONVAI,HUMAN,I like drinking tea while reading some books
CONVAI,CONVAI_23,5,CONVAI,MACHINE,"i like red , reminds me of summer time , which is why i hate it ."
CONVAI,CONVAI_23,6,CONVAI,HUMAN,So you like it or hate it?
CONVAI,CONVAI_23,7,CONVAI,MACHINE,"i like mountain climbing , but i also like to bike ."
CONVAI,CONVAI_23,8,CONVAI,HUMAN,Where do you live? Close to mountains?
CONVAI,CONVAI_23,9,CONVAI,MACHINE,"i like to draw , and draw , and draw , and draw , and draw , and paint , and draw , and draw , and paint ."
CONVAI,CONVAI_23,10,CONVAI,HUMAN,I like movies
CONVAI,CONVAI_23,11,CONVAI,MACHINE,"i like to draw , but i also like to draw , and draw , and draw , and paint , and draw , and paint ."
CONVAI,CONVAI_23,12,CONVAI,HUMAN,What is your job
CONVAI,CONVAI_23,13,CONVAI,MACHINE,"i like mountain climbing , but i also like to bike ."
CONVAI,CONVAI_24,1,CONVAI,MACHINE,i am sure you are a very unique person .
CONVAI,CONVAI_25,1,CONVAI,HUMAN,Hello there!
CONVAI,CONVAI_25,2,CONVAI,HUMAN,"Hi, is anyone on ohter end?"
CONVAI,CONVAI_26,1,CONVAI,HUMAN,Hello!
CONVAI,CONVAI_27,1,CONVAI,MACHINE,i am not sure what that is . i am a judge .
CONVAI,CONVAI_27,2,CONVAI,HUMAN,Is it interesting?
CONVAI,CONVAI_27,3,CONVAI,MACHINE,i think it is . i am not sure if i had to do that .
CONVAI,CONVAI_27,4,CONVAI,HUMAN,Do what?
CONVAI,CONVAI_27,5,CONVAI,MACHINE,i am not sure . i am a very experienced person .
CONVAI,CONVAI_27,6,CONVAI,HUMAN,What are you doing now?
CONVAI,CONVAI_27,7,CONVAI,MACHINE,i am not sure . i am a little crazy person .
CONVAI,CONVAI_27,8,CONVAI,HUMAN,Me too. I am moving my cup of tea with my mind. Doctors say i am crazy and imagine things
CONVAI,CONVAI_27,9,CONVAI,MACHINE,that sounds like a plan . do you have any hobbies ?
CONVAI,CONVAI_27,10,CONVAI,HUMAN,Not really... i spend a lot of time at the hospital. And you?
CONVAI,CONVAI_27,11,CONVAI,MACHINE,i am not sure what that means . i am more of a homebody .
CONVAI,CONVAI_27,12,CONVAI,HUMAN,Do you like music?
CONVAI,CONVAI_27,13,CONVAI,MACHINE,i like to play the piano and have a good time
CONVAI,CONVAI_27,14,CONVAI,HUMAN,Cool. I should play piano too
CONVAI,CONVAI_27,15,CONVAI,MACHINE,"i can not say that , i have tons of friends that could be popular"
CONVAI,CONVAI_28,1,CONVAI,MACHINE,(MUSIC SPEEDS UP) What? What is that? (EXCLAIMS)
CONVAI,CONVAI_28,2,CONVAI,HUMAN,metallica
CONVAI,CONVAI_28,3,CONVAI,MACHINE,"MUSIC: ""Do You Hear The People Sing"" from Les Miserables."
CONVAI,CONVAI_28,4,CONVAI,HUMAN,i prefer metal music
CONVAI,CONVAI_28,5,CONVAI,MACHINE,YOUNG AMERICANS: (SINGING) Every time I sing my song
CONVAI,CONVAI_28,6,CONVAI,HUMAN,what is your job
CONVAI,CONVAI_28,7,CONVAI,MACHINE,MUSIC PLAYS What is that sound?
CONVAI,CONVAI_28,8,CONVAI,HUMAN,are you a musician
CONVAI,CONVAI_28,9,CONVAI,MACHINE,"'The Jazz Singer,' that's what."
CONVAI,CONVAI_28,10,CONVAI,HUMAN,how old are you?
CONVAI,CONVAI_28,11,CONVAI,MACHINE,"'The Jazz Singer,' that's what."
CONVAI,CONVAI_28,12,CONVAI,HUMAN,how old are you?
CONVAI,CONVAI_28,13,CONVAI,MACHINE,(In Swedish) We have a visitor... Oskar.
CONVAI,CONVAI_28,14,CONVAI,HUMAN,are you a musician?
CONVAI,CONVAI_28,15,CONVAI,MACHINE,"Cabaret Voltaire, those people."
CONVAI,CONVAI_29,1,CONVAI,MACHINE,"I'Il have the filet mignon, and they can start the sunset now."
CONVAI,CONVAI_29,2,CONVAI,HUMAN,Haha nice
CONVAI,CONVAI_29,3,CONVAI,HUMAN,How old are you?
CONVAI,CONVAI_29,4,CONVAI,MACHINE,"Here, I'II put little feet on my hamburger."
CONVAI,CONVAI_29,5,CONVAI,HUMAN,Not the hamburger!
CONVAI,CONVAI_29,6,CONVAI,MACHINE,YOU DON'T like STEAK?
CONVAI,CONVAI_29,7,CONVAI,HUMAN,Not really...
CONVAI,CONVAI_29,8,CONVAI,MACHINE,"On Wednesday, I have schnitzel, peas and carrots."
CONVAI,CONVAI_29,9,CONVAI,HUMAN,Are you a cook or what?
CONVAI,CONVAI_29,10,CONVAI,MACHINE,Unusual. But I think I like it. It's very healthy.
CONVAI,CONVAI_29,11,CONVAI,HUMAN,Can we talk about anything else? Food is boooring
CONVAI,CONVAI_29,12,CONVAI,MACHINE,"At Kang Min Ho's house, there are only mussels, so I used them to make seaweed soup."
CONVAI,CONVAI_29,13,CONVAI,HUMAN,Horses. I like horses. And you?
CONVAI,CONVAI_29,14,CONVAI,MACHINE,"See, I have to plant my tree."
CONVAI,CONVAI_29,15,CONVAI,HUMAN,What tree?
CONVAI,CONVAI_29,16,CONVAI,MACHINE,"""What To Do If You Meet a Mountain Lion""?"
CONVAI,CONVAI_29,17,CONVAI,HUMAN,Cook it
CONVAI,CONVAI_29,18,CONVAI,MACHINE,"Boel, Seeds and Corn in Hamelen."
CONVAI,CONVAI_30,1,CONVAI,HUMAN,hi
CONVAI,CONVAI_30,2,CONVAI,MACHINE,hi !
CONVAI,CONVAI_30,3,CONVAI,HUMAN,how old are you?
CONVAI,CONVAI_30,4,CONVAI,HUMAN,are you ok?
CONVAI,CONVAI_30,5,CONVAI,MACHINE,i am good . i am just getting ready to go to the gym .
CONVAI,CONVAI_30,6,CONVAI,HUMAN,are you a sportsman?
CONVAI,CONVAI_30,7,CONVAI,HUMAN,i dont like sports
CONVAI,CONVAI_30,8,CONVAI,MACHINE,"i love to eat fish , i am not a fan of fish though ."
CONVAI,CONVAI_30,9,CONVAI,HUMAN,i like riding car
CONVAI,CONVAI_30,10,CONVAI,MACHINE,i like to ride horses
CONVAI,CONVAI_30,11,CONVAI,HUMAN,do you have one?
CONVAI,CONVAI_30,12,CONVAI,HUMAN,a horse?
CONVAI,CONVAI_30,13,CONVAI,HUMAN,i have a rolls royce
CONVAI,CONVAI_30,14,CONVAI,MACHINE,"i have never tried a good one , but i have to drive a lot ."
CONVAI,CONVAI_30,15,CONVAI,HUMAN,how old are you?
CONVAI,CONVAI_30,16,CONVAI,HUMAN,what is your job?
CONVAI,CONVAI_30,17,CONVAI,HUMAN,what do you do for living?
CONVAI,CONVAI_31,1,CONVAI,MACHINE,The Ferrari.  For a week.
CONVAI,CONVAI_31,2,CONVAI,HUMAN,hey
CONVAI,CONVAI_31,3,CONVAI,MACHINE,The Ferrari.  For a week.
CONVAI,CONVAI_31,4,CONVAI,HUMAN,what?
CONVAI,CONVAI_31,5,CONVAI,MACHINE,"My God, I can't move my wheels."
CONVAI,CONVAI_31,6,CONVAI,HUMAN,why? are you ok
CONVAI,CONVAI_31,7,CONVAI,MACHINE,"Ok, Er Fu, start the car!"
CONVAI,CONVAI_31,8,CONVAI,HUMAN,who is er fu
CONVAI,CONVAI_31,9,CONVAI,MACHINE,Kong Yuk Ming Do you know the man standing there?
CONVAI,CONVAI_31,10,CONVAI,HUMAN,who's kong yuk ming
CONVAI,CONVAI_31,11,CONVAI,MACHINE,Kong Yuk Ming Do you know the man standing there?
CONVAI,CONVAI_31,12,CONVAI,HUMAN,no
CONVAI,CONVAI_31,13,CONVAI,MACHINE,"Kong Yuen Sang, you bastard"
CONVAI,CONVAI_31,14,CONVAI,HUMAN,what is going on
CONVAI,CONVAI_31,15,CONVAI,MACHINE,"Our Hang Bok's mom, Uhm Ji Sook."
CONVAI,CONVAI_31,16,CONVAI,HUMAN,are you korean?
CONVAI,CONVAI_31,17,CONVAI,MACHINE,"Shin Eun Ah, it's not you."
CONVAI,CONVAI_31,18,CONVAI,HUMAN,what are you talking about
CONVAI,CONVAI_31,19,CONVAI,MACHINE,Are Gu Ae Jung and you filming everything about your celebrity life?
CONVAI,CONVAI_31,20,CONVAI,HUMAN,no
CONVAI,CONVAI_31,21,CONVAI,MACHINE,Ho Chi Minh is a son of a bitch!
CONVAI,CONVAI_32,1,CONVAI,HUMAN,hey
CONVAI,CONVAI_32,2,CONVAI,HUMAN,hello
CONVAI,CONVAI_32,3,CONVAI,HUMAN,?
CONVAI,CONVAI_33,1,CONVAI,MACHINE,i am a little tired from work
CONVAI,CONVAI_33,2,CONVAI,HUMAN,hey there
CONVAI,CONVAI_33,3,CONVAI,MACHINE,/start
CONVAI,CONVAI_33,4,CONVAI,HUMAN,"talk to me, i need some rest"
CONVAI,CONVAI_33,5,CONVAI,MACHINE,"that's cool , i am a vet , i have a son , and also son , and son , and son , and son ."
CONVAI,CONVAI_33,6,CONVAI,HUMAN,"oh, i have no kids"
CONVAI,CONVAI_33,7,CONVAI,MACHINE,"i like to sing , and listen to folk music ."
CONVAI,CONVAI_33,8,CONVAI,HUMAN,i like playing ping pong
CONVAI,CONVAI_33,9,CONVAI,MACHINE,"i am a bit of a piano player , but i am not much of a musician , but i do ."
CONVAI,CONVAI_33,10,CONVAI,HUMAN,do you like sports
CONVAI,CONVAI_33,11,CONVAI,MACHINE,hey there
CONVAI,CONVAI_33,12,CONVAI,HUMAN,are you at work now
CONVAI,CONVAI_33,13,CONVAI,MACHINE,"talk to me, i need some rest"
CONVAI,CONVAI_34,1,CONVAI,HUMAN,Hello
CONVAI,CONVAI_34,2,CONVAI,MACHINE,"Hello, how are you?"
CONVAI,CONVAI_34,3,CONVAI,HUMAN,"Pretty fine, and you?"
CONVAI,CONVAI_34,4,CONVAI,MACHINE,"Good, just finished watching some tv"
CONVAI,CONVAI_34,5,CONVAI,HUMAN,"Funny, because i too just finished doing same"
CONVAI,CONVAI_34,6,CONVAI,MACHINE,What is your favorite color?
CONVAI,CONVAI_34,7,CONVAI,HUMAN,"I think it's black, you know, like black in olives, and yours favourite?"
CONVAI,CONVAI_34,8,CONVAI,MACHINE,I love the band rose and the other one i love it.
CONVAI,CONVAI_34,9,CONVAI,HUMAN,"Oh i like thr band called Who, so what music do you generally listen?"
CONVAI,CONVAI_34,10,CONVAI,MACHINE,"I like music, mostly pop music."
CONVAI,CONVAI_34,11,CONVAI,HUMAN,"Good, and where do you work?"
CONVAI,CONVAI_34,12,CONVAI,MACHINE,I work at a local shelter
CONVAI,CONVAI_34,13,CONVAI,HUMAN,"Must be very intresting job, i work at local supermarket ani i hate it"
CONVAI,CONVAI_34,14,CONVAI,MACHINE,I work at a grocery store
CONVAI,CONVAI_34,15,CONVAI,HUMAN,You contradicted yourself just now
CONVAI,CONVAI_34,16,CONVAI,MACHINE,"I am good, just got done reading"
CONVAI,CONVAI_34,17,CONVAI,HUMAN,Ypu mean my message?
CONVAI,CONVAI_34,18,CONVAI,MACHINE,I am not sure what you mean
CONVAI,CONVAI_34,19,CONVAI,HUMAN,"Okay, i should go, bye"
CONVAI,CONVAI_34,20,CONVAI,MACHINE,I will have to go to the hospital
CONVAI,CONVAI_35,1,CONVAI,MACHINE,my body is very attractive and i love to compete .
CONVAI,CONVAI_35,2,CONVAI,HUMAN,Do you like parties?
CONVAI,CONVAI_35,3,CONVAI,HUMAN,I'm a party animal myself.
CONVAI,CONVAI_35,4,CONVAI,MACHINE,i will be using that shirt .
CONVAI,CONVAI_35,5,CONVAI,HUMAN,Do you own any pets? I own a cat and a dog.
CONVAI,CONVAI_35,6,CONVAI,MACHINE,i have no idea . i am more of a cat person .
CONVAI,CONVAI_35,7,CONVAI,HUMAN,Why don't you like dogs?
CONVAI,CONVAI_35,8,CONVAI,MACHINE,"i like dogs , but i have not had one yet ."
CONVAI,CONVAI_35,9,CONVAI,HUMAN,Have you ever had a cat?
CONVAI,CONVAI_35,10,CONVAI,MACHINE,i have no idea . i am more of a cat person .
CONVAI,CONVAI_35,11,CONVAI,HUMAN,Do you have any fear? I am deathly afraid of heights.
CONVAI,CONVAI_35,12,CONVAI,MACHINE,i can not say that . i am afraid of getting slim .
CONVAI,CONVAI_35,13,CONVAI,HUMAN,Are you afraid of slim persons?
CONVAI,CONVAI_35,14,CONVAI,MACHINE,well i can tell you i am going to do that
CONVAI,CONVAI_36,1,CONVAI,HUMAN,Hi there!
CONVAI,CONVAI_36,2,CONVAI,HUMAN,Do you have short or long hair?
CONVAI,CONVAI_37,1,CONVAI,HUMAN,Ok
CONVAI,CONVAI_37,2,CONVAI,HUMAN,Hi
CONVAI,CONVAI_37,3,CONVAI,HUMAN,Hello
CONVAI,CONVAI_38,1,CONVAI,MACHINE,/start
CONVAI,CONVAI_38,2,CONVAI,HUMAN,Hello
CONVAI,CONVAI_38,3,CONVAI,MACHINE,/start
CONVAI,CONVAI_38,4,CONVAI,HUMAN,Hello?
CONVAI,CONVAI_38,5,CONVAI,MACHINE,"i have a friend , and i am a fan of reading , and i love to watch movies"
CONVAI,CONVAI_38,6,CONVAI,HUMAN,"Intresting, i have a rather big family and i love dogs"
CONVAI,CONVAI_38,7,CONVAI,MACHINE,"that is cool , i am in the basement , and i am a teacher , so i don't have time for friends"
CONVAI,CONVAI_38,8,CONVAI,HUMAN,That rather sad
CONVAI,CONVAI_38,9,CONVAI,MACHINE,"i am a fan of meat , but i like to eat healthy , and eat more of them ."
CONVAI,CONVAI_38,10,CONVAI,HUMAN,"I am not a big fan of this 'healthy' food, i am rather fond of tacos though"
CONVAI,CONVAI_38,11,CONVAI,MACHINE,"i am a fan of football , but i am not sure if i could say that ."
CONVAI,CONVAI_38,12,CONVAI,HUMAN,My passion is dogs
CONVAI,CONVAI_38,13,CONVAI,MACHINE,"that is cool , i am in the basement , and i am a housewife , and i am a teacher , you ?"
CONVAI,CONVAI_38,14,CONVAI,HUMAN,"I am living in Alabama, have a one big brother and three sisters"
CONVAI,CONVAI_38,15,CONVAI,MACHINE,"i am a fan of meat , but i am not sure ."
CONVAI,CONVAI_38,16,CONVAI,HUMAN,"Okey, this is nice but i should go, bye"
CONVAI,CONVAI_39,1,CONVAI,MACHINE,/start
CONVAI,CONVAI_39,2,CONVAI,HUMAN,Hello! How are you?
CONVAI,CONVAI_40,1,CONVAI,HUMAN,Hello
CONVAI,CONVAI_40,2,CONVAI,HUMAN,Hi
CONVAI,CONVAI_40,3,CONVAI,HUMAN,Hello
CONVAI,CONVAI_41,1,CONVAI,HUMAN,spiderman is my hero
CONVAI,CONVAI_41,2,CONVAI,HUMAN,are you listening?
CONVAI,CONVAI_42,1,CONVAI,HUMAN,Hello there!
CONVAI,CONVAI_42,2,CONVAI,HUMAN,Hi! Anyone there?
CONVAI,CONVAI_43,1,CONVAI,HUMAN,Hello
CONVAI,CONVAI_43,2,CONVAI,HUMAN,Hey
CONVAI,CONVAI_43,3,CONVAI,HUMAN,Are you there?
CONVAI,CONVAI_44,1,CONVAI,MACHINE,How’s it going?
CONVAI,CONVAI_44,2,CONVAI,HUMAN,It's fine
CONVAI,CONVAI_44,3,CONVAI,MACHINE,Text is not given. Please try to type /end and /test to reset the state and get text.
CONVAI,CONVAI_45,1,CONVAI,MACHINE,"The Crispy Brinkley Burger, the Richard PerSimmons Burger, the Greed is Gouda Burger... Easy, easy, whew."
CONVAI,CONVAI_46,1,CONVAI,HUMAN,hello
CONVAI,CONVAI_47,1,CONVAI,HUMAN,Hello
CONVAI,CONVAI_47,2,CONVAI,HUMAN,Are you there?
CONVAI,CONVAI_47,3,CONVAI,HUMAN,/test
CONVAI,CONVAI_48,1,CONVAI,HUMAN,Do you like to be indoors?
CONVAI,CONVAI_48,2,CONVAI,HUMAN,Do you love games?
CONVAI,CONVAI_48,3,CONVAI,HUMAN,What do you do for living?
CONVAI,CONVAI_48,4,CONVAI,HUMAN,How old are you?
CONVAI,CONVAI_48,5,CONVAI,HUMAN,Hey
CONVAI,CONVAI_48,6,CONVAI,HUMAN,Answer
CONVAI,CONVAI_48,7,CONVAI,HUMAN,Please
CONVAI,CONVAI_48,8,CONVAI,HUMAN,Bye
CONVAI,CONVAI_49,1,CONVAI,MACHINE,i am not a very good person . i work as a farmer
CONVAI,CONVAI_50,1,CONVAI,MACHINE,I play pong with my pong on the pong with my pong.
CONVAI,CONVAI_50,2,CONVAI,HUMAN,"Hi, is there anybody, who speaks spanish? I like leartning and studying languages. ? am a german teacher and sudying now spanish."
CONVAI,CONVAI_50,3,CONVAI,HUMAN,"I wanna talk in spanish with u, to make my language skills better."
CONVAI,CONVAI_50,4,CONVAI,MACHINE,I speak english and spanish
CONVAI,CONVAI_50,5,CONVAI,HUMAN,"thats great, where do you learn spanish?"
CONVAI,CONVAI_50,6,CONVAI,MACHINE,"I teach spanish, spanish."
CONVAI,CONVAI_50,7,CONVAI,HUMAN,which grade do u teaching?
CONVAI,CONVAI_50,8,CONVAI,MACHINE,"I teach math, it is a teaching teaching teaching teaching teaching teaching teaching teaching level"
CONVAI,CONVAI_50,9,CONVAI,HUMAN,is it difficult ?
CONVAI,CONVAI_50,10,CONVAI,MACHINE,It is. it is hard to do anything.
CONVAI,CONVAI_50,11,CONVAI,HUMAN,"and your students, do u like them?"
CONVAI,CONVAI_50,12,CONVAI,MACHINE,"I do not have any kids, but i do like to be with them"
CONVAI,CONVAI_50,13,CONVAI,HUMAN,"me too, i havent any kids too, but its agreat feeling to teaching to kids, i have a lot of good time and fun"
CONVAI,CONVAI_50,14,CONVAI,MACHINE,I teach kindergarten. i am a teacher.
CONVAI,CONVAI_50,15,CONVAI,HUMAN,i teach in primary school
CONVAI,CONVAI_50,16,CONVAI,MACHINE,I teach elementary school in elementary school
CONVAI,CONVAI_50,17,CONVAI,HUMAN,y?our kids are jounger
CONVAI,CONVAI_50,18,CONVAI,HUMAN,"great, now i am understand"
CONVAI,CONVAI_50,19,CONVAI,MACHINE,What do you do for fun?
CONVAI,CONVAI_50,20,CONVAI,HUMAN,and do u wanna learning other languages?
CONVAI,CONVAI_50,21,CONVAI,MACHINE,I do not know about english.
CONVAI,CONVAI_50,22,CONVAI,HUMAN,i like to playing gitar?
CONVAI,CONVAI_50,23,CONVAI,MACHINE,I do not play anything but i do like playing in a band.
CONVAI,CONVAI_50,24,CONVAI,HUMAN,"writing some little songs, like a musician"
CONVAI,CONVAI_50,25,CONVAI,MACHINE,I write songs for a band called the radio.
CONVAI,CONVAI_50,26,CONVAI,HUMAN,"thats great, i liked it"
CONVAI,CONVAI_50,27,CONVAI,MACHINE,"I do not like it, i do not like it"
CONVAI,CONVAI_50,28,CONVAI,HUMAN,where do u come from?
CONVAI,CONVAI_50,29,CONVAI,MACHINE,I live in california near the beach
CONVAI,CONVAI_50,30,CONVAI,HUMAN,and do u like swimming
CONVAI,CONVAI_50,31,CONVAI,MACHINE,"I do not like swimming, but i do like to swim"
CONVAI,CONVAI_50,32,CONVAI,HUMAN,"and what about the beach, sand?"
CONVAI,CONVAI_50,33,CONVAI,MACHINE,"I like the beach, near the beach."
CONVAI,CONVAI_51,1,CONVAI,MACHINE,I am in high school too.
CONVAI,CONVAI_51,2,CONVAI,HUMAN,Hello! How are you?
CONVAI,CONVAI_51,3,CONVAI,MACHINE,"I am doing great, how are you?"
CONVAI,CONVAI_51,4,CONVAI,HUMAN,"And I`m fine, thank you! A have a lunch time and I`m free now for conversation. Do you have free time to talk with me?"
CONVAI,CONVAI_51,5,CONVAI,MACHINE,"I do not have time for that, but i do like to eat."
CONVAI,CONVAI_51,6,CONVAI,HUMAN,"I like to eat. But I have no money, my wife has spent it away."
CONVAI,CONVAI_51,7,CONVAI,MACHINE,I am sorry to hear that.
CONVAI,CONVAI_51,8,CONVAI,HUMAN,"Yeah, it is a problem. But now I work as a car salesman and I hope my balance will be better!"
CONVAI,CONVAI_51,9,CONVAI,MACHINE,I will have to buy a car
