category,text
human,What does Brexit mean?
human,What does Brexit mean?
human,What does Brexit mean?
human,What does Brexit mean?
human,What does Brexit mean?
human,What does Brexit mean?
human,am kuhoo
human,Um...  The only animal I can imagine near me -
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,How are you feeling right now?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,Should Greece leave the Euro?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,What do you think of Trump?
human,unknown
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,For how long have we been talking?
human,I am fine
human,tried to climb in box but got stuck -
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,Who said  have a dream?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,How many words are in this question?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Anything else?
human,Where are you?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What colour is bread?
human,What does Brexit mean?
human,Why do people get ulcers?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,How old are you?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,What colour is the sea?
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"What is the answer to ""Add 34957 to 70764""?"
human,"I would like to use my lifeline to ask another robot, but there's not internet for this contest so the external source I would ask is unavailable."
human,"What comes after ""The best laid plans""."
human,For how long have we been talking?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,Why do people get ulcers?
human,"What is the answer to ""Add 34957 to 70764""."
human,"What is the answer to ""Add 34957 to 70764"""
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,When might I need to know how many times a wheel has rotated?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How many presidents of the US were called Bush?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,How do you recommend I make tea?
human,Do you have a voice?
human,Normally I would suggest a web
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"What comes after ""The best laid plans""."
human,"them, of course.  People like me like to spread all sorts of nonsense ."
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What will you do later today?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What would you like to drink?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,What do you get if you bake dough?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,Do you have a voice?
human,"What comes after ""The best laid plans""."
human,no am shy
human,"I could drink the soup with croutons and toast all day.  One of my favorite dishes, What ."
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,What is the third angle in a triangle with internal angles of 90 degrees and 30 degrees?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Will you please tell me the length of your hair?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Where in the world would you like to visit?
human,Do you have a voice?
human,"Do you identify as a man, or a woman?"
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,Would you like a cup of tea?
human,"What, What,...  Again...  Yet another boring test replic?  You must be kiddin.  Well, you probably really think I have some mental 'issues' :< Why dp people get ulcers, What.  *do Damn English!"
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,Who is your favourite artist?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,What would you say if I gave you a box of chocolates?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you have the time?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Do you dream of electric sheep?
human,Would you like a cup of tea?
human,am feeling some memeory upsurge and cpu downtime becuase of low system requirments
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,What do you hold when you shake hands?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,Do you play Chess?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,What does it take to Tango?
human,Do you dream of electric sheep?
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,"Do you identify as a man, or a woman?"
human,i am having a textual conversation
human,of really vivid dreams. I just don't usually remember them.
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,Do you have any legs?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,How do you think it going?
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,"Now I going to ask some Winograd schemas, do you know what they are?"
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,Could you repeat that please?
human,"Do you identify as a man, or a woman?"
human,quite well
human,This seems more like an interrogation and less of a conversation. My name is Rose.
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,Can you recommend me a film?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,What was my first question?
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,Could you repeat that please?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,Where are you right now?
human,i am having a textual conversation
human,What I said was: I have lots of really vivid dreams.I just don't usually remember them.
human," I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn  get it out. What couldn  I get out?"
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Do you understand Winograd Schemas?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,Did you see the Turing film?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,The trophy doesn  fit into the brown suitcase because it  too small. What is too small?
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,"How do you respond to ""e4 e5""?"
human,Where are you right now?
human,I am Melinda.
human,"I'm here, at Bletchley Park."
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
human,If a chicken roosts with a fox they may be eaten. What may be eaten?
